Paper_ID,Observation_ID ,Author,Year,Title,Journal,DOI,URL,Language,Database,Latitude,Longitude,Country,Taxa_level,Order,Family,Genus ,Binomial,Life_history_stage,Experimental_year_start,Experimental_year_end,Biodiversity_metric,Unit,IUCN_threat_category_1,IUCN_threat_category_2,IUCN_threat_category_3,Treatment,Treatment_quantity,Treatment_quantity_unit,Control,Control_quantity,Control_quantity_unit,Extracted_from,Evidence_type,Effect_size,Effect_size_type,Sample_variance,Sample_variance_type,Aggregated,Contributor_name,Search_date,Notes
Strauss_1987,,,1987,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Aphididae,Microsiphoniella,,,1982,1982,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Figure 1, Figure 2",,6.998737878,LogRR,0.13527323,,,Joe,,
Strauss_1987,,,1987,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Doratura,,,1982,1982,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Figure 1, Figure 2",,-1.843918329,LogRR,0.714839532,,,Joe,,
Strauss_1987,,,1987,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Membracidae,Publilia,,,1982,1982,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Figure 1, Figure 2",,4.909849613,LogRR,0.061971278,,,Joe,,
Strauss_1987,,,1987,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Miridae,Lygus,,,1982,1982,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Figure 1, Figure 2",,2.924307761,LogRR,0.125777428,,,Joe,,
Strauss_1987,,,1987,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Aphididae,Microsiphoniella,,,1982,1982,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Figure 1, Figure 2",,7.676424371,LogRR,0.09801834,,,Joe,,
Strauss_1987,,,1987,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Doratura,,,1982,1982,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Figure 1, Figure 2",,-1.732980829,LogRR,0.394314901,,,Joe,,
Strauss_1987,,,1987,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Membracidae,Publilia,,,1982,1982,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Figure 1, Figure 2",,2.635252879,LogRR,1.233214715,,,Joe,,
Strauss_1987,,,1987,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Miridae,Lygus,,,1982,1982,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Figure 1, Figure 2",,2.914620042,LogRR,0.01080732,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Commellus,,,2000,2003,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-1.367959019,LogRR,0.168204017,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Doratura,,,2000,2003,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.190262841,LogRR,0.726683954,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Laevicephalus,,,2000,2003,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.500073632,LogRR,0.274833301,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Macrosteles,,,2000,2003,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.674811838,LogRR,0.168204017,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Nesosteles,,,2000,2003,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.984932314,LogRR,0.43204075,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Quantas,,,2000,2003,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.554317544,LogRR,0.052445031,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,NA,,,2000,2003,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.612789324,LogRR,0.132399644,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Typhlocyba,,,2000,2003,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-1.534812201,LogRR,0.630523399,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Delphacidae,Delphacodes,,,2000,2003,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.226467352,LogRR,0.047787862,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Psyllidae,Aphalara,,,2000,2003,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,1.911103081,LogRR,0.608441738,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Alydidae,Protenor,,,2000,2003,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.674811838,LogRR,0.168204017,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Miridae,Lygus,,,2000,2003,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,1.517499912,LogRR,0.550883384,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Miridae,Trigonotylus,,,2000,2003,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.786231433,LogRR,0.343679114,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Nabidae,Nabis,,,2000,2003,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.748532366,LogRR,0.197198412,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Tingidae,Corythucha,,,2000,2003,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.018335342,LogRR,0.168204017,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Aphididae,NA,,,2000,2003,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-2.581534854,LogRR,0.432259865,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cercopidae,Philaenus,,,2000,2003,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.162916396,LogRR,0.14188115,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Typhlocyba,,,2000,2004,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.89795539,LogRR,0.168204017,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Delphacidae,Delphacodes,,,2000,2004,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.273337628,LogRR,0.205102267,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Issidae,Bruchomorpha,,,2000,2004,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.006418328,LogRR,0.115020211,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Psyllidae,Aphalara,,,2000,2004,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.596422729,LogRR,1.286659249,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Thyreocoridae,Corimelaena,,,2000,2004,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.018335342,LogRR,0.168204017,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Aphididae,NA,,,2000,2004,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-1.859101779,LogRR,1.095905624,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cercopidae,Philaenus,,,2000,2004,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.582286438,LogRR,0.323278653,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Commellus,,,2000,2004,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.674811838,LogRR,0.168204017,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Doratura,,,2000,2004,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.514672513,LogRR,0.245178672,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Endria,,,2000,2004,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.946176001,LogRR,0.086187993,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Laevicephalus,,,2000,2004,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.26934673,LogRR,0.168204017,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Macrosteles,,,2000,2004,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,1.225210606,LogRR,0.58485256,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Nesosteles,,,2000,2004,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.018335342,LogRR,0.168204017,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Quantas,,,2000,2004,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.274872137,LogRR,0.468113476,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,NA,,,2000,2004,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.236825282,LogRR,0.126432451,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Alydidae,Protenor,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-1.058471777,LogRR,0.273488199,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Anthocoridae,Orius,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.018335342,LogRR,0.168204017,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Lygaeidae,Nysius,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,2.936106074,LogRR,0.168204017,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Lygaeidae,Phlegyas,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.093640104,LogRR,0.344568669,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Miridae,Capsus,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.866861069,LogRR,0.679253409,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Miridae,Collaria,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.033921341,LogRR,0.135574479,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Miridae,Labops,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.747632935,LogRR,0.701136541,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Miridae,Leptopterna,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.542720763,LogRR,0.186262279,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Miridae,Litomiris,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-2.609196722,LogRR,0.495078576,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Miridae,Lygus,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.692361069,LogRR,0.234846313,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Miridae,Stenodema,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.974680342,LogRR,0.345232585,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Nabidae,Nabicula,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.324907051,LogRR,0.592387721,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Nabidae,Nabis,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.501755134,LogRR,0.105302696,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Pentatomidae,Homaemus,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.285702725,LogRR,0.129688189,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Pentatomidae,NA,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.033921341,LogRR,0.135574479,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Rhopalidae,Stictopleurus,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.227557552,LogRR,0.072457845,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Aphididae,NA,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.402902096,LogRR,0.148722487,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cercopidae,Lepyronia,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.144350379,LogRR,0.498299725,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cercopidae,Philaenus,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-0.36241016,LogRR,0.034482349,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Aceratagallia,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,0.212135553,LogRR,0.105428557,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Athysanus,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,1.058962757,LogRR,0.145057808,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Chlorotettix,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,1.34207053,LogRR,0.169317441,,,Joe,,
Knops_2015,,,2015,,,,,,,45.403004,-93.18927086,USA,,Hemiptera,Cicadellidae,Commellus,,,2000,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NA,7.015356541,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Mean abundances per Family/Order/Species calculated per plot and averaged between plots, N size is the number of plots",,-2.470060039,LogRR,0.808453005,,,Joe,,
