Paper_ID,Observation_ID,Author,Year,Title,Journal,DOI,URL,Language,Database,Latitude,Longitude,Country,Taxa_level,Order,Family,Genus,Binomial,Life_history_stage,Experimental_year_start,Experimental_year_end,Biodiversity_metric,Unit,IUCN_threat_category_1,IUCN_threat_category_2,IUCN_threat_category_3,Treatment,Treatment_quantity_unit,Control,Control_quantity,Control_quantity_unit,Evidence_type,Effect_size_type,Sample_variance_type,Aggregated,Contributor_name,Search_date,Notes,Effect_size,Sample_variance,Extracted_from,Treatment_quantity
Lind_2017,Lind_2017_85,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,44.27668543,-121.9680169,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,N,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.181717509,0.15296974,Data From Authors,100
Lind_2017,Lind_2017_86,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,44.27668543,-121.9680169,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,N,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.087011377,0.591368228,Data From Authors,100
Lind_2017,Lind_2017_87,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,39.01275343,-123.0603134,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,N,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-0.046091107,0.055943872,Data From Authors,100
Lind_2017,Lind_2017_90,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,39.01275343,-123.0603134,USA,NA,Orthoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,N,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.405465108,0.561728395,Data From Authors,100
Lind_2017,Lind_2017_91,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,44.27668543,-121.9680169,USA,NA,Orthoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,N,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-0.182321557,0.735555555,Data From Authors,100
Lind_2017,Lind_2017_92,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,39.01275343,-123.0603134,USA,NA,Hymenoptera,Formicidae,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,N,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-0.693147182,0.833333335,Data From Authors,100
Lind_2017,Lind_2017_93,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,44.27668543,-121.9680169,USA,NA,Hymenoptera,Formicidae,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,N,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.287682072,0.958333333,Data From Authors,100
Lind_2017,Lind_2017_94,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,44.27668543,-121.9680169,USA,NA,Coleoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,N,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.69314718,0.833333334,Data From Authors,100
Lind_2017,Lind_2017_95,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,44.27668543,-121.9680169,USA,NA,Diptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,N,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.307484699,0.829773472,Data From Authors,100
Lind_2017,Lind_2017_96,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,39.01275343,-123.0603134,USA,NA,Diptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,N,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-0.820038932,0.051278236,Data From Authors,100
Lind_2017,Lind_2017_97,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,39.01275343,-123.0603134,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,N,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.936769263,0.106897189,Data From Authors,100
Lind_2017,Lind_2017_98,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,44.27668543,-121.9680169,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,N,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.125163143,0.273077876,Data From Authors,100
Lind_2017,Lind_2017_99,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,39.01275343,-123.0603134,USA,NA,Hymenoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,N,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.036367644,0.130805409,Data From Authors,100
Lind_2017,Lind_2017_100,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,44.27668543,-121.9680169,USA,NA,Hymenoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,N,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-0.530628251,0.344042676,Data From Authors,100
Lind_2017,Lind_2017_101,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,39.43,-120.24,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-0.980829253,0.938368055,Data From Authors,100
Lind_2017,Lind_2017_102,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,-37.71516,-57.42451,Argentina,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.17022115,0.123039477,Data From Authors,100
Lind_2017,Lind_2017_103,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,41.78506667,-93.38538333,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-0.405465108,0.377858134,Data From Authors,100
Lind_2017,Lind_2017_104,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,39.43,-120.24,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-0.693147182,0.833333335,Data From Authors,100
Lind_2017,Lind_2017_105,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,-37.71516,-57.42451,Argentina,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.382992252,0.11318641,Data From Authors,100
Lind_2017,Lind_2017_107,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,41.78506667,-93.38538333,USA,NA,Orthoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0,1.333333337,Data From Authors,100
Lind_2017,Lind_2017_108,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,-37.71516,-57.42451,Argentina,NA,Orthoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.262364264,0.074280079,Data From Authors,100
Lind_2017,Lind_2017_109,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,39.43,-120.24,USA,NA,Orthoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.305381649,0.976190476,Data From Authors,100
Lind_2017,Lind_2017_110,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,39.43,-120.24,USA,NA,Hymenoptera,Formicidae,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-0.693147182,1.333333335,Data From Authors,100
Lind_2017,Lind_2017_111,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,41.78506667,-93.38538333,USA,NA,Hymenoptera,Formicidae,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-0.336472237,0.657777778,Data From Authors,100
Lind_2017,Lind_2017_112,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,-37.71516,-57.42451,Argentina,NA,Hymenoptera,Formicidae,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-0.530628251,0.221117416,Data From Authors,100
Lind_2017,Lind_2017_113,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,41.78506667,-93.38538333,USA,NA,Coleoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,1.94591015,1.088435376,Data From Authors,100
Lind_2017,Lind_2017_114,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,-37.71516,-57.42451,Argentina,NA,Coleoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.559615788,0.713435374,Data From Authors,100
Lind_2017,Lind_2017_115,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,39.43,-120.24,USA,NA,Coleoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-0.287682073,0.333333333,Data From Authors,100
Lind_2017,Lind_2017_116,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,39.43,-120.24,USA,NA,Diptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-0.287682072,0.513888889,Data From Authors,100
Lind_2017,Lind_2017_117,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,41.78506667,-93.38538333,USA,NA,Diptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-0.624154309,0.282460317,Data From Authors,100
Lind_2017,Lind_2017_118,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,-37.71516,-57.42451,Argentina,NA,Diptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.336472237,0.319259864,Data From Authors,100
Lind_2017,Lind_2017_119,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,41.78506667,-93.38538333,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0,0.453333333,Data From Authors,100
Lind_2017,Lind_2017_120,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,-37.71516,-57.42451,Argentina,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-0.055569851,0.086964317,Data From Authors,100
Lind_2017,Lind_2017_121,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,39.43,-120.24,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-1.223775431,0.632710496,Data From Authors,100
Lind_2017,Lind_2017_122,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,41.78506667,-93.38538333,USA,NA,Hymenoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-1.386294362,0.958333335,Data From Authors,100
Lind_2017,Lind_2017_123,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,39.43,-120.24,USA,NA,Hymenoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,NA,NA,Data From Authors,100
Lind_2017,Lind_2017_124,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,-37.71516,-57.42451,Argentina,NA,Hymenoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.310154928,0.24292966,Data From Authors,100
Lind_2017,Lind_2017_125,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,36.00828,-79.020423,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-1.098612289,0.847222222,Data From Authors,100
Lind_2017,Lind_2017_126,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,45.425,-93.2115,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.117783036,0.288483796,Data From Authors,100
Lind_2017,Lind_2017_127,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,39.070856,-96.582821,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.032789823,0.203905654,Data From Authors,100
Lind_2017,Lind_2017_128,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,39.05,-99.1,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-0.322773392,0.209296243,Data From Authors,100
Lind_2017,Lind_2017_129,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,44.20517707,-122.1284473,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.965080896,0.52977962,Data From Authors,100
Lind_2017,Lind_2017_130,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,38.86427212,-122.4064063,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-1.098612289,1.019283747,Data From Authors,100
Lind_2017,Lind_2017_131,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,39.23550963,-121.2836963,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-0.807922696,0.47080522,Data From Authors,100
Lind_2017,Lind_2017_132,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,40.81667,-104.76667,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.046737478,0.074015514,Data From Authors,100
Lind_2017,Lind_2017_133,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,39.070856,-96.582821,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,NA,NA,Data From Authors,100
Lind_2017,Lind_2017_134,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,36.00828,-79.020423,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0,1.333333337,Data From Authors,100
Lind_2017,Lind_2017_135,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,44.20517707,-122.1284473,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,1.386294362,0.958333335,Data From Authors,100
Lind_2017,Lind_2017_136,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,38.86427212,-122.4064063,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,2.197224577,1.333333333,Data From Authors,100
Lind_2017,Lind_2017_137,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,39.23550963,-121.2836963,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-0.051293294,0.366200369,Data From Authors,100
Lind_2017,Lind_2017_138,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,40.81667,-104.76667,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.080042708,0.807098765,Data From Authors,100
Lind_2017,Lind_2017_142,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,39.05,-99.1,USA,NA,Orthoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0,1.333333337,Data From Authors,100
Lind_2017,Lind_2017_143,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,45.425,-93.2115,USA,NA,Orthoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0,1.333333337,Data From Authors,100
Lind_2017,Lind_2017_144,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,38.86427212,-122.4064063,USA,NA,Orthoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,NA,NA,Data From Authors,100
Lind_2017,Lind_2017_145,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,39.070856,-96.582821,USA,NA,Orthoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0,0.833333333,Data From Authors,100
Lind_2017,Lind_2017_146,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,39.23550963,-121.2836963,USA,NA,Orthoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,NA,NA,Data From Authors,100
Lind_2017,Lind_2017_147,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,40.81667,-104.76667,USA,NA,Orthoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-0.105360516,0.185432099,Data From Authors,100
Lind_2017,Lind_2017_148,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,36.00828,-79.020423,USA,NA,Orthoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-1.94591015,0.92517007,Data From Authors,100
Lind_2017,Lind_2017_149,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,39.05,-99.1,USA,NA,Hymenoptera,Formicidae,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0,1.333333337,Data From Authors,100
Lind_2017,Lind_2017_150,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,44.20517707,-122.1284473,USA,NA,Hymenoptera,Formicidae,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,1.09861229,1.333333335,Data From Authors,100
Lind_2017,Lind_2017_151,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,40.81667,-104.76667,USA,NA,Hymenoptera,Formicidae,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-1.386294362,0.833333335,Data From Authors,100
Lind_2017,Lind_2017_152,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,36.00828,-79.020423,USA,NA,Hymenoptera,Formicidae,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.810930216,0.635802469,Data From Authors,100
Lind_2017,Lind_2017_153,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,45.425,-93.2115,USA,NA,Hymenoptera,Formicidae,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.753771802,0.449655782,Data From Authors,100
Lind_2017,Lind_2017_154,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,39.05,-99.1,USA,NA,Coleoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,NA,NA,Data From Authors,100
Lind_2017,Lind_2017_155,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,44.20517707,-122.1284473,USA,NA,Coleoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,1.09861229,1.333333335,Data From Authors,100
Lind_2017,Lind_2017_156,Lind et al. ,2017,NA,NA,NA,NA,NA,NA,45.425,-93.2115,USA,NA,Coleoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-0.69314718,0.833333333,Data From Authors,100
